,NAME,COVER,STORYLINE
424,Everything Everywhere All at Once,,杨紫琼和奥卡菲娜有望自《摘金奇缘》后再合作，两人商谈加盟动作新片《Everything Everywhere All at Once》，丹·关＆丹尼尔·施纳特(《瑞士军刀男》)执导，罗素兄弟的制片公司AGBO制作，剧情未知。
425,迷航昆仑墟,,3月11日下午，天下霸唱透露已将《迷航昆仑墟》的全版权（电影电视网游等）卖给银润，将和好莱坞制作人迈克·赫德，导演斯蒂芬·范米尔联手打造这部电影。天下霸唱表示《迷航昆仑墟》“是我第一部写的有头有尾的作品，也是第一部出版的作品，算是处女作”。
426,昆仑神宫,,根据天下霸唱小说《鬼吹灯》系列之《龙岭迷窟》、《云南虫谷》、《昆仑神宫》改编的三部曲电影将于2016年下半年正式开机。并预计于2017、2018、2019年每年一部全球同步公映。本次拍摄的《龙岭迷窟》、《云南虫谷》、《昆仑神宫》三部曲电影为《鬼吹灯》前四部当中的三部，而三部电影都将由导演非行执导。
427,蛇眼,,《特种部队》的衍生片《蛇眼》将由罗伯特·斯文克担任导演。
428,狼图腾2,,影片讲述额仑草原被农耕之后，成为沙漠。天鹅湖和草场消失，沙尘暴肆虐，人和狼群都面临生存危机。上级又给农牧场下达新的任务，让农场继续北上，开发北方最后一块封闭的草原——成吉思汗黄金家族的封地。
429,罗宾逊一家,,
430,三天一生,,"法国作家#皮埃尔·勒梅特 Pierre Lemaitre# 几日前发推称，继""天上再见""之后，他的第二部小说""Trois jours et une vie""也即将被搬上银幕。影片将于今年秋季开拍，""法国制造""导演尼古拉斯·布赫里夫担纲执导，卡司：夏尔·贝尔林、桑德里娜·博内尔、菲利普·托雷顿、巴勃罗·保利和玛戈特·邦希勇等..."
431,幻觉之书,,《权力的游戏》男星查尔斯·丹斯将合作《古战场传奇》女星洛特·弗贝克，加盟奇幻冒险片[幻觉之书]。影片为欧洲制作，投资5200万欧元。意大利导演卡罗·亨特曼执导，泰伦斯·马力克担任制片，卡司还包括瑞典男星斯瓦利尔·古德纳松([博格对战麦肯罗])。
432,Snatchers,,
433,奥林匹斯,,A decorated soldier turned spy finds out he his descended from the Greek Gods and could actually be humanity's last hope.
434,阳光码头,,青岛女子曾婧和带着两个女儿去香港与丈夫会和，不料等来的是一纸离婚书；母女三人留在香港，婧和为了生计开始在码头摆摊卖水饺，同时也认识了一帮挚友；经过多年艰苦奋斗，婧和成为享誉中外的“水饺皇后”。
435,洛克军士长,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2383556802.jpg,洛克中士》的主角是一个美军步兵中士弗兰克·洛克（Sgt. Frank Rock），他带领Easy Company连的弟兄在二战战场上浴血奋战。
436,太太请小心轻放：天国与地狱篇,,
437,最幸福的季节,,克里斯汀·斯图尔特商谈主演新片《最幸福的季节》(Happiest Season)，克丽·杜瓦尔(《干涉》)和玛丽·霍兰德编写剧本，前者执导，TriStar Pictures出品。讲述一个年轻女子准备在家庭一年一度的假日聚会上向女友求婚，结果发现女友还未向保守的父母出柜。
438,古董局中局,,《古董局中局》是马伯庸的长篇代表作，同名网剧和电影都在制作中。
439,糖果人,,据恐怖电影网站Bloody Disgusting消息，乔丹·皮尔有望担任新版[糖果人]制片，其制片公司Monkeypaw Productions有望担任制作。恐怖片[糖果人]系列首部于1992年上映，导演伯纳德·罗斯，主演托尼·托德，影片围绕一名研究生调查神秘传说中“糖果人”取人性命的故事展开。1995年、1999年该系列曾推出过两部续集。
440,我的英雄学院,,传奇影业宣布将日漫《我的英雄学院》改编成真人电影。这是传奇继《精灵宝可梦：大侦探皮卡丘》之后，又一部日漫真人化作品。
441,Black Money,,"High octane, high concept action thriller about a team of black-ops on an international political man-hunt."
442,"Saules aveugles, femme endormie",,An adaptation of six short stories by the famous Japanese author Haruki Murakami transformed into a single narrative directed and written by French artist Pierre Foldes.
443,Bob: The Musical,,"Bob - The Musical follows a mild-mannered man who suddenly hears the ""inner song"" of people's hearts after being struck in the head"
444,乔瑟夫·巴林米的左臂,,
445,辛巴达,,Studio 8公司日前买下了一个“辛巴达”电影的创意，他们将邀请凯尔·基伦（Kyle Killen）为该片编剧、米格尔·萨波齐尼克（Miguel Sapochnik）担任导演。米格尔·萨波齐尼克是电视剧《权力的游戏》导演之一，本季（第六季）最后两集“私生子大战”和“凛冬寒风”都是他导演的。
446,只谈情，不说爱,,——约法三章，能否保住爱情？一夜情之后，是否还有真爱？女导演戴玮曾拍过“西藏三部曲”（《西藏往事》、《冈拉梅朵》《古格王朝》），这次转型拍情感题材商业片，直言要追求“时尚”。其中男人不仅是高富帅，还有深度，女人不仅漂亮，还性感。编剧秦海燕写过《分手合约》，她认为《只谈情，不说爱》是一部都市爱情喜剧，在情感和价值观上很新鲜，就是“反着怎么谈恋爱”。
447,初恋教我的十八件事,,《初恋教我的十八件事》讲述一个假小子暗恋温柔学霸的爱情故事，通过女主角在青涩暗恋中学到的感情哲学，带观众重温难以忘怀的初恋；
448,Jacob and the Sea Beast,,奥斯卡奖得主克里斯·威廉姆斯(《超能陆战队》、《海洋奇缘》)将执导NetflixCG动画长片《Jacob and the Sea Beast》。讲述一位海员驶进未知水域，与水怪结成盟友的故事。
449,Serious Men,,Netflix开发改编自曼努·约瑟夫(Manu Joseph)同名小说的电影《Serious Men》。讲述的是一个狡猾的贫民窟居民，他欺骗国家相信他10岁的笨儿子是个天才，而后来意识到他的危险游戏的唯一受害者是他的儿子。将由苏迪尔·米什拉(Sudhir Mishra)改编并执导。
450,恐惧街,,福斯计划拍摄三部由美国著名小说家R.L.斯坦(《鸡皮疙瘩》)所著青少年恐怖小说《恐惧街》(Fear Street)改编的电影，全部定下全部导演：Leigh Janiak(《蜜月》《驱魔浪人》)将执导第一、三部，亚历克斯·罗斯·派瑞(《尘世女王》《她的气味》)执导第二部。
451,Casandra,,
452,Isolation,,
453,Spectrum,,"Eager to perfect his own 3D printing technology, a young scientist finds his dead billionaire father's defunct lab and gets to work, but something left over from his father's studies of the human soul begins to terrorize his colleagues.（IMDb）"
454,Ghost Stories,,Netflix开发其原创印度电影《Ghost Stories》。导演Karan Johar、Zoya Akhtar、DiBakar Banerjee和Anurag Kashyap继电影《爱欲故事》后再次合作，讲述由Ronnie Screwvala的RSVP和Ashi Dua制作的令人毛骨悚然的故事。
455,千里迢迢,,"In 1950s Italy, two middle-aged brothers go on a magical odyssey through their past as 77mi.cc they take part in the world's most beautiful car race: the Mille Miglia."
456,偶像,,海莉·斯坦菲尔德将出演Netflix音乐题材影片[偶像](Idol，暂译)并任制片。编剧马特·金，故事讲述了一个女孩从成为歌星的助理到一心成为又一个歌星。马特·里夫斯有望担任制片，其制片公司6th & Idaho有望与斯坦菲尔德的公司Federal Films共同制作。
457,Auntie Claus,,Netflix开发由Kenny Ortega导演的影片《Auntie Claus》，该片讲述了一个年轻女孩决心要弄清为什么她古怪的、热爱圣诞节的阿姨每年圣诞节都会消失的原因。
458,混凝土岛,,《混凝土岛》改编自J·G·巴拉德在1974年撰写的同名小说，讲述的是一个扭曲版的鲁滨逊漂流记的故事：影片主角罗伯特梅特兰是一位年轻有为的建筑师，因意外而“搁浅”在城市与高速公路之间的人工小岛上，请注意，这不是《迷失》中的海上小岛，而是两片高速公路之间的废弃之地，并被栅栏隔开了。他只能在他被撞毁捷豹轿车上和岛上找他能赖以生存的物资，之后的境况却越来越差。独自生存的求生状况让罗伯特近乎崩溃。不过，他居然在这里找到了同伴，并决定在抛弃自己以前的生活，在岛上生存下去……
459,南方之子,,基于Bob Zellner的自传《The Wrong Side of Murder Creek: A White Southerner in the Freedom Movement》，Zellner出生于阿拉巴马州，是某个三K党成员的孙子，1961年，他被卷入民权运动的中心。
460,少女与战车：最终章 — 第6话,,
461,超新星纪元,,1999年末的一天，位于御夫座的一颗超新星突然爆发。在漫长的岁月里，这颗巨大的恒星被星际尘埃所遮挡，没有被人类发现。这次超新星爆发，给人类带来了一场近乎毁灭性的灾难，人类从此进入了一个新的纪元——超新星纪元。
462,颤慄,,楚楚动人的文艺女作家向南（徐巾淇 饰）自从看了姐姐向北（李茉 饰）的怪异画作后，眼中总有一些不干净的灵异物出现。为了尽快交稿，安心创作。她只身一人来到一处隐密的招待所。入住后，行为诡异的守夜人老万（李万年 饰）让她深感惶恐。为躲避白衣厉鬼她躲进荒坡，却她意外姐姐的尸体。窒息的恐惧让她想逃，可有个声音要她留下为姐姐复仇。这时，不请自来的客人（傅亨 饰）敲响了房门……
463,姜子牙,,动画电影《姜子牙》的故事发生于封神大战之后。昆仑弟子姜子牙，率领众神战胜狐妖，推翻了残暴的商王朝，赢得封神大战的胜利，即将受封为众神之长。在巅峰时刻，他却因一时之过被贬下凡间。失去神力，被世人唾弃。为重回昆仑，姜子牙踏上旅途。在战后的废墟之上，他重新找到了自我，也发现了当年一切的真相。
464,杭州之恋,,伊朗电影大师阿巴斯应央视微电影频道之邀，将在杭州取景，拍摄一个中国的故事，一个关于杭州、展示杭州文化风情的爱情题材电影。
465,神秘别克,,斯蒂芬·金的恐怖小说《神秘别克》将被搬上大银幕。威廉·布伦特·贝尔([灵偶契约])自编自导。小说于2002年出版，故事围绕一辆神秘别克轿车与一桩离奇命案展开，这辆别克似乎被某种诡异神灵所操控。该片主题类似约翰·卡朋特1983年执导、改编自另一部斯蒂芬·金小说的[克莉丝汀魅力]。Hyde Park Entertainment担任制作。
466,迎男而上,,——《迎男而上：泡男人才是正经事》这本书告诉你，世界上没有白马王子，也没有田螺姑娘，我们要找的是那个和你同甘共苦一起成长，磕磕绊绊白头偕老的Mr. Right。
467,穿越,,"Directed by Florence Miailhe, a specialist of animated painting and winner of the 2002 César for her short film Au premier dimanche d’août, The Crossing is her first feature film, wholly painted. Written with bestselling French writer Marie Desplechin, the script is about two children on the roads of exile."
468,不可战胜：洛奇·马西阿诺的故事,,杰瑞米·雷纳将主演美国拳击手洛奇·马西阿诺传记片《不可战胜：洛奇·马西阿诺的故事》。洛奇·马西阿诺生于1923年09月01日，曾获得世界重量级拳王等称号。本片将讲述从他的童年直至1969年因飞机失事身故的一生。这也是首部获授权拍摄的马西阿诺传记电影。本片导演目前尚未确定。
469,明天我要嫁给你了,,如今，光线又一部新片立项，《明天我要嫁给你了》是1990年代周华健的一首经典老歌，也是一代人共同的青春回忆，传唱率极高，如今似乎有再度借力之势。
470,未定名弗莱明传记片,,本片计划由邓肯·琼斯导演，他曾因导演《月球》以及《源代码》而成为炙手可热的新兴英国导演。
471,机动警察EZY,,
472,魔符,,斯蒂芬·金小说《魔符》(The Talisman)将拍成电影，定下编剧为《星运里的错》、“X战警”系列新片《新变种人》的导演Josh Boone，据称他之后也可能成为该片导演，毕竟项目还处于前期，影片由安培林娱乐运作。《魔符》是金和Peter Straub合著的黑暗幻想小说，讲述12岁的男孩Jack Sawyer前往另一个次元“Territories”，要找到神秘的魔符，拯救她重病垂死的妈妈。还是充满了神奇的幻想、让人印象深刻的人物形象，平行世界也依旧玩得溜。
473,瓦尔多,,"A disgraced ex-cop seeks solace by moving to the woods, but his quiet life comes to an end when a private eye recruits him to investigate a murder."
474,Ineffabilis Amor,,
475,Guilty,,Netflix开发印度惊悚电影《Guilty》，将由达拉米奇担任制作人，鲁奇·纳兰执导。
476,巴黎爱上海,,影片由罗翔领衔主演，讲诉一位在巴黎学习美食的漂亮女孩，爱上醉辉皇酒店经理的青春爱情故事。
477,康斯坦丁2,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2558509825.jpg,Constantine （译：地狱神探）电影名称，此片改编自畅销漫画《地狱神探》。由弗朗西斯·劳伦斯导演，基努·里维斯、雷切尔·薇姿、蒂尔达·斯文顿等出演的惊悚恐怖片。《地狱神探》是一部介乎于善与恶、对于错之间的故事片，是一部带有大量动作场面与精彩对话的娱乐片，会令你耐 心地坐在椅子上从头看到尾。
478,海滩,,[机械姬]导演亚历克斯·加兰早年是一名小说家，他1996年的第一部小说《海滩》曾在2000年被丹尼·博伊尔搬上大银幕，影片由李昂纳多·迪卡普里奥主演。近日据亚历克斯·加兰透露，该小说将再次被改编。他表示有一群极具才华的编剧正在操刀剧本，将再次改编该小说。他坦言自己很有兴趣他们会弄成什么样子。目前重新改编版影片(剧集)并没有太多细节透露。
479,西游记之再世妖王,,混沌初开之时，世上的第一只妖降世，名元蒂，被奉为妖祖。千百万年后，昔日妖王孙悟空被唐僧从五行山下救出，悟空答应保护唐僧，前往西天取经。而传说中的妖祖元蒂再次现世，三界岌岌可危。两代妖王注定终极一战，但这次，孙悟空遇上了真正的劲敌。
480,La pista de hielo,,
481,海豚伯尼2,,
482,追梦的天空,,影片由罗翔领衔主演，展现一位弱不禁风的上戏支教老师，用自己坚韧不拔的努力，将大山里贫困的孩子送上国际音乐大赛舞台的感人励志故事。
483,海祭,,3月3日下午，李海鹏在朋友圈证实了乐视影业买下《太平洋大逃杀》电影版权
484,副本,,Netflix剧集《副本/碳变》将拍一部动画电影。Netflix透露该动画的世界观来自原剧集，将探索新的元素。由佐藤大(《星际牛仔》《攻壳机动队》《混沌武士》)和Tsukasa Kondo(《HodoBuzz》)编剧，Anima制作。
485,明日，战争爆发时2,,"The group is in a state of depression. They spend most of the time in Hell whilst the war rages on outside in Wirrawee and Australia. With relationships beginning to grow and conflicts running high, the group eventually meet a band of free Australians known as 'Harvey's Heroes', which is lead by the mysterious Major Harvey."
486,老手2,,此外，姜代表还透露《老手》的续集从两年前也在写剧本了，“我们在努力寻找比《老手》中更强悍的反派。”
487,绑架,,河正宇将与[隧道]导演金成勋再度合作影片[绑架](피랍，暂译)，影片故事根据1986年在黎巴嫩贝鲁特，解救被绑架外交官的真实事件改编。影片计划于明年下半年开拍。
488,乡村爱情洛杉矶奇遇记,,《乡村爱情》电影版，由于赵本山认为路途太远，而转移到韩国拍摄，预计今年6月开机。
489,远古守卫,,电影《远古守卫》由挪威埃克耐斯赞助，根据著名游戏《DotA》改编，由著名影视人王凤麟担任监制、曾执导过《澳门往事》、《无界之地》的青年导演徐子牧执导的，而电影中的男主角就是亚洲巨星 郑伊健 。问及埃克耐斯亚为何赞助这部电影？埃克耐斯市场总监斯温笑答：“《DotA》是风靡世界的游戏，题材非常有意思，影片的科幻性以及人物的奋斗风貌，其实跟思特莱斯品牌的精神内涵非常吻合。思特莱斯就是将追求舒适作为品牌为之不懈的奋斗目标。”斯温还透露了一个秘密，观众将会在影片《远古守卫》中目睹挪威迷人的风光和埃克耐斯公司的风貌。
490,喋血双雄,,吴宇森将导演他的经典影片《喋血双雄》的美国版，且露皮塔·尼永奥正在商谈，有望由她饰演原版中周润发的杀手角色。
491,我，机器人2,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p589731063.jpg,"In the year 2035 a techno-phobic cop investigates a crime that may have been perpetrated by a robot, which leads to a larger threat to humanity."
492,疯狂动物城2,,为“芬尼克”配音的演员汤米·利斯特透露，[迪士尼]正在计划拍摄《#疯狂动物城#》续集。
493,危险赔率,,Bold Films将为玛格特·罗比新片《危险赔率》(Dangerous Odds)提供资金，罗比自己的制片公司LuckyChap和Entertainment 360联合制作。影片基于Marisa Lankester的回忆录《Dangerous Odds: My Secret Life Inside an Illegal Billion-Dollar Sports Betting Operation》，安德丽亚·贝尔洛夫(《冲出康普顿》《吾父吾血》)操刀剧本，讲述Lankester在1980年代白手起家，成为第一家海外博彩公司老板，建立商业帝国、从事美国历史上最大的非法体育博彩活动的故事。
494,斗战神,,腾讯公布了7个知名IP将陆续被改编成电影，包括腾讯游戏《斗战神》、《QQ飞车》、《天天酷跑》、《洛克王国》、《QQ炫舞》，动漫《尸兄》以及小说《藏宝图》。
495,猎杀大脚怪,,《猎杀大脚怪》讲述了在马来西亚的原始森林里，生存着传说中富有研究价值的大脚怪。杨紫琼饰演的环境保护研究者，在一次度假村游玩途中，意外地发现了大脚怪的存在并开始了保护它的旅程。
496,穷途鼠的奶酪梦,,异性恋者的已婚上班族，因为妻子怀疑他外遇而被徵信社的人调查，没想到那人正是他大学时的学弟！这学弟是同性恋者，爱慕学长多年，为此他竟要胁学长跟他发生关系……
497,蓝甲虫,,首部拉丁裔做主角的独立超级英雄电影要来了？华纳和DC正在开发一部超英新片《蓝甲虫》(Blue Beetle)。
498,Superior,,A young boy suffering from multiple sclerosis is granted a wish that allows him to become a superhero.
499,玩偶,,《玩偶》剧本通过国家电影局的立项审查后，经过近两年的精心策划和筹备，于2007年12月26日在北京开机。制作团队云集了电影界各行高手，有张艺谋的御用摄影师、掌机《满城尽带黄金甲》、《圆明园》等多部大片的温德光倾力加盟，为《玩偶》担任摄影指导及艺术顾问，还有《霸王别姬》等多部电影的知名灯光师郝峰为陆培的这部电影掌控照明。
500,致埃文·汉森,,大热音乐剧《致埃文·汉森》将拍成电影。斯蒂芬·卓博斯基(《奇迹男孩》《壁花少年》)正商谈执导，还不确定剧版主角本·普拉特是否会继续主演电影。环球运作，知名制作人马克·普拉特(也是本·普拉特的父亲)的公司制片。剧版词曲作者Benj Pasek和Justin Paul(《爱乐之城》《马戏之王》)也已将版权卖给了环球。
501,眼泪之盐,,"It has recently boarded Philippe Garrel’s next film, provisionally titled Première Chasse, following a boy’s first amorous adventures, which will go into production in 2018."
502,迷惘星空,,在人类的一项长久的计划中，30个少年被送往一颗新行星居住。但是在他们的船长离奇的死亡以后，年轻的船员们陷入了混乱的局面当中。在屈服于人类原始的兽性之后，这些少年分别集结成了不同的部落。
503,Untitled Brad Parker/FilmNation Project,,A group of friends stranded in an abandoned town find out they are not alone.
504,Si Paris nous sépare,,
505,死亡笔记 2,,'Death Note 2' Confirmed for Netflix Release
506,未定名兰德斯姐妹传记片,,娜塔莉·波特曼确认将自导自演一部未定名传记片，该片聚焦专栏作家双胞胎姐妹艾比·盖尔·范布伦、安·兰德斯。二人原名姓费尔德曼，上世纪50年代中期她们分别在《旧金山纪事报》、《芝加哥太阳报》撰写的问答专栏“亲爱的艾比”、“问问安·兰德斯”广受欢迎，但两专栏之间的竞争却让姐妹关系走向敌对。波特曼饰这对双胞胎姐妹，编剧卡蒂·罗宾斯(《婚外情事》)，制片彼得·萨拉夫([阳光小美女])。波特曼曾在2015年首执导筒，执导以色列电影[爱与黑暗的故事]。新片开拍时间暂未确定。
507,律师与杀手,,曾与亚当·桑德勒多次合作、好莱坞著名喜剧导演Peter Segal执导的动作喜剧《律师与杀手》，将以中国光头男神配好莱坞型男的神秘阵容出演，上演爆笑对决。
508,窃听,,《夺宝联盟》《暗杀》的韩国名导崔东勋又有了新动作，据韩国媒体报道，崔东勋日前在参加某电影节时现场透露，他将翻拍香港悬疑犯罪电影《窃听风云》第一部。该片改编剧本由崔东勋本人撰写，目前正在剧本修改阶段，预计2017年内确定演员阵容并投入制作，有望2018年与观众见面。
509,圣斗士星矢 真人版,,深受全球粉丝喜爱的人气漫画《圣斗士星矢》，戛纳时间5月18日在第70届戛纳电影节场刊《银幕》（《SCREEN》）上公布即将开拍全英文真人版电影。
510,糊涂侦探2,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2314411782.jpg,"Maxwell ""Max"" Smart, an analyst for the top secret American intelligence agency, CONTROL, yearns to become a field agent like his idol, Agent 23. Despite top scores in the acceptance tests, Max is denied the promotion due to his higher value as an analyst. m.ysgou.cc When CONTROL headquarters is attacked by the terrorist organization KAOS, almost all of CONTROL's agents' identities are exposed, leaving only Agent 99 as a viable field operative. Max is also promoted to field agent as Agent 86, but the experienced 99 is reluctant to partner with him because of his inexperience. On the first day of his job, Max receives a Swiss army knife which includes special add-ons like a miniature flamethrower and a crossbow that shoots darts attached to spider web thread."
511,记忆屋,,★第22届日本HORROR小说大赛读者奖，令人心痛落泪的作品。
512,麦克斯·克劳德的星际历险,,
513,最后的魁拔,,光线彩条屋影业宣布《魁拔》系列影片正式重启，并更名为《最后的魁拔》。据悉，这或将成为《魁拔》系列的最终章。
514,裸奇点,,约翰·波耶加正商谈主演新片《裸奇点》(A Naked Singularity)。由《小丑回魂》《沉默的天使》编剧Chase Palmer执导，David Matthews(《毒枭》《黑胶时代》)写初版剧本，Palmer进行了润色。
515,"Good Morning, Mr. Mandela",,
516,Courting Danger,,"About Alice Marble, a three-time tennis world champion who at the time, defied the wishes of her longtime coach and left the sport in order to become an Allied spy, gathering intel on the Nazis that proved instrumental in the Nuremberg trials."
517,阿尼塔,,艾什莉·贾德、尼尔·帕特里克·哈里斯将主演聚焦反同活动家安妮塔·布朗特的传记片[安妮塔]。[请以你的名字呼唤我]制片人霍华德·罗森曼和《欲望都市》制片人达伦·思达将担任本片制片人。上世纪70年代末，布朗特发起了一场名为“拯救我们的孩子”的运动，反对禁止基于性取向的歧视的规定。在这个过程中，她的职业生涯受到了打击。哈里斯饰演的霍奇将遇到贾德饰演的布朗特。本片由《一善之差》编剧查德·霍奇自编自导，将于9月开拍。
518,囧妈,,讲述了小老板伊万缠身于商业纠纷，却意外同母亲坐上了开往俄罗斯的火车。在旅途中，他和母亲发生激烈冲突，同时还要和竞争对手斗智斗勇。为了最终抵达莫斯科，他不得不和母亲共同克服难关，并面对家庭生活中一直所逃避的问题。
519,胜利号,,宋仲基、金泰梨、陈善圭、柳海真确认主演，赵圣熙([狼少年])执导的科幻片[胜利号](暂定名)。宋仲基将饰演负责胜利号Taeho战舰的问题飞行员，金泰梨饰演胜利号船长，胜利号具有弯曲整个宇宙的巨大动力。影片将是韩国影史首部全太空背景创作的影片，该片将于7月底正式开机。
520,Bad Vibes,,
521,Dragheist,,A troupe of drag queens help a young family take revenge on the banker that ruined their lives.
522,比扎罗,https://img1.doubanio.com/view/subject/l/public/s6521947.jpg,
523,卡尔·马克思：最后的旅程,,王全安将同马里奥·阿多夫合作新片[卡尔·马克思：最后的旅程](Karl Max:The Last Journey，暂译)。电影根据发生在1870年的真实事件改编，马克思当时被朋友恩格斯敦促，以健康为由离开伦敦，完成了后续的《资本论》。影片预计投资2700万-3200万美元。电影将于2018年马克思诞辰200周年完成。
524,从邪恶中拯救我,,黄政民将主演动作影片[从邪恶中拯救我](다만 악에서 구하소서，暂译)，洪元灿([办公室])执导。故事围绕一名杀手在最后一次任务中，陷入了困境。该片将于今年下半年在韩国、日本和泰国展开拍摄。
525,星梦,,[贤妻]导演比约恩·荣格将执导科幻题材影片[星梦](StarDream，暂译)，菲利克斯·哈里森操刀剧本。影片故事讲述一艘名为“星梦”的宇宙飞船装载着成百上千被冰冻人类逃离破败的地球。为了解决飞船计算机故障，安德雷亚发明名为史蒂芬的人工智能，而人工智能对安德雷亚产生强烈依赖感。[贤妻]摄影师尤弗·布兰塔斯、剪辑师莉娜·朗格也将加盟该片。该片计划今年夏天在英国开拍，目前处于选角阶段。
526,魔法环游记,,影片设定在一个由精灵、巨魔和灵魂等组成的郊外幻想世界，在那里独角兽在垃圾桶中穿行，像是有着糖果条纹的负鼠。影片提供了一个前提，即魔法是真实的，但它早已被现代技术所遗忘和取代。一对十几岁的兄弟，在他们尚不更事时父亲便已离世，他们决定进入这个幻想世界，与父亲共度最后一个神奇的日子。霍兰德配音弟弟伊安、帕拉特配音聒噪的哥哥、德瑞弗斯配音兄弟二人的母亲、斯宾瑟则会利用其声线的优势。
527,叫醒爱情,,因《杨贵妃》“罢导”事件闹的沸沸扬扬的韩国导演郭在容将再度执导爱情片，联手《失恋33天》的编剧鲍鲸鲸以及金牌音乐人李偲菘，打造新片《叫醒爱情》。《叫醒爱情》讲述了一个现代人在职场与爱情之间的故事，发布会现场还举行了中博传媒与人气新锐编剧鲍鲸鲸的签约仪式。
528,脱单记,,爱情是人类永恒的主题，什么是真爱，如何才能找到真爱，成为每一个单身青年永远探索和思考的话题。恰逢双十一，天人两界单身男女，为了寻找真爱，使出了浑身解数，上演了一场啼笑皆非的爱情闹剧，最后喜乐收场。
529,天堂,,继朴海日确定出演后，崔岷植将加盟林常树导演新作《天堂》，目前就细节问题协调中。
530,地心历险记4,,出品过《地心历险记》的新线公司绝不会停止他们的旅程，《地心历险记》系列再有进展，准备拍摄第三部和第四部。曾写过《招魂》的两位编剧Chad Hayes和 Carey Hayes兄弟正在执笔《地心历险记》3、4的剧本。
531,差点把我赶出医学界的病人,,瑞恩·雷诺兹将制作一部超自然恐怖片《差点把我赶出医学界的病人》(The Patient Who Nearly Drove Me Out of Medicine)， 目前未定导演和演员，福斯出品。基于Jasper DeWitt创作的同名小说，讲述一个理想主义的年轻医生尝试解开一个谜，并治愈最难应付的病人。
532,头文字D2,,
533,Cleopatra Jones,,The film is a remake of the 1973 version starring Tamara Dobson.
534,人质,,黄晸玟日前确定将主演根据《解救吾先生》翻拍的韩国电影《人质》，具体角色尚未透露。黄晸玟原计划在《特工》之后出演尹济均导演的太空题材电影《回归》，但因为该片制作无限延期，遂决定接演电影《人质》。他将在主演话剧《俄狄浦斯》（1月29日－2月24日）的日程结束之后，于今年5月投入《人质》的拍摄。
535,小爷,,管虎导演首度监制作品《小爷》，将延续《老炮儿》的品牌魅力，国际顶级青春偶像的加盟，上演酷炫励志的热血高校故事。
536,柏林2：观察者,,由河正宇、柳承范、韩石圭、全智贤主演的《柏林》是以阴谋迭起的柏林城为背景，讲述了朝鲜秘密间谍、韩国情报机构为了各自的目的而作战的故事。2013年在韩国上映之后，被称为是韩国谍战动作片的新纪元，并吸引了750万名观众。影片以主人公表宗盛奔跑在林中的场面结束，当时上映是就令影迷非常好奇是不是要拍摄续集。而当时柳承莞导演也表示并没有拍续集的计划。不过这次柳承莞导演在采访中说：“当时确实没有拍续集的计划，但是现在有了一个想讲述的故事。所以准备开始制作续集。”
537,黑湖妖潭,https://img3.doubanio.com/view/subject/l/public/s22719736.jpg,环球影业并没有放弃翻拍《黑湖妖谭》的计划，近日有消息传出，曾为《超凡蜘蛛侠2》撰写剧本的杰夫·平克纳将执笔这部惊悚冒险片的重启之作。 《黑湖妖谭》是1954年由杰克·阿诺德执导的惊悚片，讲述了一群深入亚马逊丛林的地质科考队发现了一头史前鱼怪，而鱼怪爱上并掳走了一名科考队员(理查德·加尔森 饰)的女友(朱莉·亚当斯 饰)。 据报道，杰夫·平克纳已经与环球影业签约，他将在戴夫·凯甘尼奇撰写的第一版剧本上进行修改和加工，前者曾于2012年写出了《黑湖妖谭》初稿。除了《黑湖妖谭》外，杰夫·平克纳日前还加入了派拉蒙“变形金刚电影宇宙”编剧团队，将与阿齐瓦·高斯曼共同执笔《变形金刚5》的剧本。
538,唐人街探案3,,在《唐探2》结局的部分，唐仁和野田昊都接到一个来自日本的电话，大呼案子太难，提前透露了第三部的故事地点——东京。陈思诚透露，《唐探3》已被列入拍摄计划，未来将在2020年大年初一和观众见面。
539,猛鬼街,,新线电影公司今日宣布将重启旗下经典恐怖电影系列《猛鬼街》，片方表示这部影片将是全新的作品，与之前的电影没有任何剧情上的关联。
540,未定名俄罗斯方块电影,,据国外媒体报道，陪伴一代人长大、风靡全球的游戏《俄罗斯方块》(Tetris)要被搬上大银幕啦！Threshold娱乐公司日前正式宣布，他们将把这款老少咸宜的电子游戏改编成一部大型史诗科幻电影！
